original_index,brand,year,old_id,action,new_id,old_score,new_score,outcome,reason
39,ERA Group,2026,U_7431eca4::2026,METADATA_INSUFFICIENT_RETAINED,U_7431eca4::2026,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
40,"Executive Home Care Franchising, LLC",2014,U_22c86fca::2014,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_22c86fca::2014,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
41,F45 Training,2022,S0596::2022,CHRONOLOGY_RESOLUTION,S0596::2022,NA,4,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 4 selected.
42,FAMILY NEST™,2025,U_f165363d::2025,IDENTITY_REVIEW_RETAINED,U_f165363d::2025,NA,NA,RETAINED_NA,Identity/year evidence remains insufficient for safe adjudication; score remains NA.
43,"Forever Brands Operating Company, LLC",2017,U_4aacaaef::2017,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_4aacaaef::2017,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
44,Frenchies,2017,S2026::2017,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S2026::2017,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
45,FYZICAL,2026,S0616::2026,OFFERING_SPLIT,S0616::2026 | R_S0616_AREA_REP::2026,NA,NA | 2,SPLIT_WITH_REMAINING_NA,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
46,Gecko Hospitality/Gecko Executive Hospitality,2025,S2614::2025,METADATA_INSUFFICIENT_RETAINED,S2614::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
47,Global Recruiters Network,2014,S5569::2014,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S5569::2014,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
48,Gotcha Covered,2023,S0735::2023,METADATA_INSUFFICIENT_RETAINED,S0735::2023,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
49,Granite Garage Floors,2022,S5537::2022,CHRONOLOGY_RESOLUTION,S5537::2022,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
50,Heating + Air Paramedics,2022,S7771::2022,CHRONOLOGY_RESOLUTION,S7771::2022,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
51,Help-U-Sell Real Estate,2024,S3930::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S3930::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
52,Help-U-Sell Real Estate,2025,S3930::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S3930::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
53,HobbyTown/HobbyTown USA,2023,S0804::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S0804::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
54,HobbyTown/HobbyTown USA,2024,S0804::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S0804::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
55,Hot Dog On A Stick,2025,S0821::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S0821::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
56,Hotworx,2023,S2031::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S2031::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
57,i4,2025,U_db402f02::2025,METADATA_INSUFFICIENT_RETAINED,U_db402f02::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
58,i9 Sports,2014,S2011::2014,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S2011::2014,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
59,IHOP - Traditional Program,2024,S0846::2024,OFFERING_SPLIT,S0846::2024 | R_S0846_NONTRAD::2024,NA,4 | 0,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
60,IHOP - Traditional Program,2025,S0846::2025,OFFERING_SPLIT,S0846::2025 | R_S0846_NONTRAD::2025,NA,4 | 0,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
61,International House of Pancakes,2022,S0846::2022,OFFERING_SPLIT,S0846::2022 | R_S0846_NONTRAD::2022,NA,4 | 0,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
62,International House of Pancakes,2023,S0846::2023,OFFERING_SPLIT,S0846::2023 | R_S0846_NONTRAD::2023,NA,4 | 0,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
63,International House of Pancakes,2026,S0846::2026,OFFERING_SPLIT,S0846::2026 | R_S0846_NONTRAD::2026,NA,4 | 0,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
64,"ITK9 Franchise, LLC",2022,U_73bfd75b::2022,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_73bfd75b::2022,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
65,Jackson Hewitt Tax Service,2024,S0894::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S0894::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
66,Jamba,2025,S0897::2025,CHRONOLOGY_RESOLUTION,S0897::2025,NA,3,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 3 selected.
67,"JFE Franchising, Inc",2023,U_5bf4a719::2023,METADATA_INSUFFICIENT_RETAINED,U_5bf4a719::2023,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
68,Kelly's Cajun Grill,2024,S7390::2024,METADATA_INSUFFICIENT_RETAINED,S7390::2024,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
69,KickHouse,2022,S6229::2022,VERIFIED_STATE_SPECIFIC_RETAINED,S6229::2022,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
70,Kitchen Wise,2023,S2545::2023,CHRONOLOGY_RESOLUTION,S2545::2023,NA,0,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 0 selected.
71,Landingplace Select,2025,S8427::2025,CHRONOLOGY_RESOLUTION,S8427::2025,NA,0,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 0 selected.
72,Landingplace Suites,2025,S8428::2025,CHRONOLOGY_RESOLUTION,S8428::2025,NA,0,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 0 selected.
73,Ledgers - Area Representative,2023,U_2b5decdd::2023,OFFERING_REASSIGNMENT,U_2b5decdd::2023 | U_74ea0954::2023,NA,0 | 2,RESOLVED,One version belongs to another existing offering identity and is reassigned rather than treated as a temporal conflict.
74,Legacy Claim Services,2025,U_52c4a181::2025,METADATA_INSUFFICIENT_RETAINED,U_52c4a181::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
75,Live Hydration Spa Franchise LLC (Area Representative),2023,S6426::2023,OFFERING_SPLIT,S6426::2023 | R_S6426_UNIT::2023,NA,0 | NA,SPLIT_WITH_REMAINING_NA,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
76,LocalUp LLC d/b/a OrderUp,2016,U_c0ad0280::2016,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_c0ad0280::2016,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
77,Maid Brigade,2014,S1068::2014,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S1068::2014,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
78,Maid Brigade,2024,S1068::2024,IDENTITY_REVIEW_RETAINED,S1068::2024,NA,NA,RETAINED_NA,Identity/year evidence remains insufficient for safe adjudication; score remains NA.
79,MaidPro,2022,S1070::2022,METADATA_INSUFFICIENT_RETAINED,S1070::2022,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
80,Men in Kilts,2022,S4949::2022,CHRONOLOGY_RESOLUTION,S4949::2022,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
81,My Favorite Muffin Your All Day Bakery Cafe and My Favorite Muffin Gourmet Muffin Bakery,2025,S1155::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S1155::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
82,My Favorite Muffin Your All Day Bakery Cafe and My Favorite Muffin Gourmet Muffin Bakery,2026,S1155::2026,VERIFIED_STATE_SPECIFIC_RETAINED,S1155::2026,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
83,Nurse Next Door Home Healthcare Services (USA) Inc,2015,U_23d045a5::2015,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_23d045a5::2015,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
84,Omari Asian Style Kiosks,2026,U_1eafd641::2026,METADATA_INSUFFICIENT_RETAINED,U_1eafd641::2026,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
85,"Optima Franchising, Inc",2019,U_8f1714d9::2019,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_8f1714d9::2019,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
86,Outdoor Lighting Perspectives,2026,S1229::2026,VERIFIED_STATE_SPECIFIC_RETAINED,S1229::2026,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
87,Painting With A Twist,2024,S1265::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S1265::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
88,Party Princess Productions,2018,S1281::2018,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S1281::2018,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
89,Patio Patrol,2022,U_22356f62::2022,IDENTITY_REVIEW_RETAINED,U_22356f62::2022,NA,NA,RETAINED_NA,Identity/year evidence remains insufficient for safe adjudication; score remains NA.
90,"Peak Franchising, Inc",2014,U_a2d44ede::2014,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_a2d44ede::2014,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
91,"Penn Station, East Coast Subs",2024,U_d498909d::2024,METADATA_INSUFFICIENT_RETAINED,U_d498909d::2024,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
92,Perkins Restaurant & Bakery,2024,S1287::2024,METADATA_INSUFFICIENT_RETAINED,S1287::2024,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
93,"Pestmaster Franchise Network, LLC",2022,S3006::2022,CHRONOLOGY_RESOLUTION,S3006::2022,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
94,Pet Butler,2025,S3077::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S3077::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
95,Pet Evolution,2025,S6636::2025,OFFERING_SPLIT,S6636::2025 | R_S6636_RD::2025,NA,2 | 0,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
96,Pilates Addiction,2025,U_82459a80::2025,METADATA_INSUFFICIENT_RETAINED,U_82459a80::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
97,Pillar To Post,2022,S1305::2022,VERIFIED_STATE_SPECIFIC_RETAINED,S1305::2022,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
98,Pillar To Post,2023,S1305::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S1305::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
99,Pizza Hut (Non-Traditional),2022,S1313::2022,OFFERING_SPLIT,S1313::2022 | R_S1313_TRAD::2022,NA,0 | 3,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
100,PJ's Coffee of New Orleans,2023,S1245::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S1245::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
101,Plumbing Paramedics,2022,S7998::2022,CHRONOLOGY_RESOLUTION,S7998::2022,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
102,Quiznos,2016,S1374::2016,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S1374::2016,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
103,Real Property Management,2021,S1407::2021,METADATA_INSUFFICIENT_RETAINED,S1407::2021,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
104,Red Barn,2025,U_c59ccaee::2025,METADATA_INSUFFICIENT_RETAINED,U_c59ccaee::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
105,Renew Medic,2024,S8072::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S8072::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
106,Restoration 1,2017,S1426::2017,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S1426::2017,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
107,Robin Autopilot,2018,S2762::2018,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S2762::2018,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
108,RobotLAB,2025,S8147::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S8147::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
109,Row House,2024,S3037::2024,IDENTITY_REVIEW_RETAINED,S3037::2024,NA,NA,RETAINED_NA,Identity/year evidence remains insufficient for safe adjudication; score remains NA.
110,Scissors & Scotch,2022,S2569::2022,OFFERING_SPLIT,S2569::2022 | R_S2569_AREA_REP::2022,NA,0 | 1,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
111,Shack Shine Home Services,2025,S2478::2025,CHRONOLOGY_CANDIDATE_NEEDS_SCOPE_CHECK,S2478::2025,NA,NA,RETAINED_NA,Later-looking version exists but amendment scope/supersession is not strong enough to force a score.
112,Sir Grout,2022,S5830::2022,CHRONOLOGY_RESOLUTION,S5830::2022,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
113,SKIN EXPERTS by Brentwood Spa,2025,U_e6fa27ac::2025,METADATA_INSUFFICIENT_RETAINED,U_e6fa27ac::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
114,Smartstyle,2022,S2274::2022,CHRONOLOGY_RESOLUTION,S2274::2022,NA,3,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 3 selected.
115,Smartstyle,2023,S2274::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S2274::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
116,Smartstyle,2024,S2274::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S2274::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
117,Smash My Trash,2022,S3588::2022,CHRONOLOGY_RESOLUTION,S3588::2022,NA,4,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 4 selected.
118,Special Strong,2026,S5517::2026,VERIFIED_STATE_SPECIFIC_RETAINED,S5517::2026,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
119,"SpeeDee Worldwide, LLC (SD)",2017,S1604::2017,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S1604::2017,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
120,"SpeeDee Worldwide, LLC (SD)",2023,S1604::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S1604::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
121,"SpeeDee Worldwide, LLC (SD)",2025,S1604::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S1604::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
122,Steak Escape Sandwich Grill,2024,S1621::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S1621::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
123,Steak n Shake By Biglari,2023,S1623::2023,OFFERING_SPLIT_AND_IDENTITY_STABILIZATION,R_STEAKNSHAKE_STD::2023 | R_STEAKNSHAKE_PARTNER::2023,NA,1 | 4,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
124,STEAK N SHAKE ENTERPRISES INC,2024,U_360da32d::2024,OFFERING_SPLIT_AND_IDENTITY_STABILIZATION,R_STEAKNSHAKE_STD::2024 | R_STEAKNSHAKE_PARTNER::2024,NA,1 | 4,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
125,STEAK N SHAKE ENTERPRISES INC,2025,U_360da32d::2025,OFFERING_SPLIT_AND_IDENTITY_STABILIZATION,R_STEAKNSHAKE_STD::2025 | R_STEAKNSHAKE_PARTNER::2025,NA,1 | 4,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
126,Stretch Lab,2023,S3245::2023,CHRONOLOGY_RESOLUTION,S3245::2023,NA,1,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 1 selected.
127,Studio Pilates International,2018,S4412::2018,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S4412::2018,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
128,Supreme Deli,2025,U_e7ab518c::2025,METADATA_INSUFFICIENT_RETAINED,U_e7ab518c::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
129,Supreme Produce,2025,U_8621c66b::2025,METADATA_INSUFFICIENT_RETAINED,U_8621c66b::2025,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
